kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
4489270,tt14901058,Легенды Мортал комбат: Битва миров,,Mortal Kombat Legends: Battle of the Realms,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}]",6.5,6.5,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4489270.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4489270.jpg,6
597,tt0230011,Атлантида: Затерянный мир,,Atlantis: The Lost Empire,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.9,6.9,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/597.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/597.jpg,7
470191,tt1478839,Невероятный мир глазами Энцо,,The Art of Racing in the Rain,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}, {'genre': 'семейный'}, {'genre': 'спорт'}]",8.3,7.5,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/470191.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/470191.jpg,8
70944,tt0383216,Розовая пантера,,The Pink Panther,"[{'country': 'США'}, {'country': 'Чехия'}]","[{'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'приключения'}, {'genre': 'комедия'}]",6.3,5.7,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/70944.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/70944.jpg,6
7983,tt0274166,Агент Джонни Инглиш,,Johnny English,"[{'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.7,6.2,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/7983.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7983.jpg,7
259475,tt0838232,Розовая пантера 2,,The Pink Panther 2,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.2,5.6,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/259475.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/259475.jpg,5
507676,tt1634122,Агент Джонни Инглиш: Перезагрузка,,Johnny English Reborn,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.6,6.3,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/507676.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/507676.jpg,6
87178,tt0425061,Напряги извилины,,Get Smart,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.7,6.5,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/87178.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/87178.jpg,7
654749,tt1424310,Доспехи Бога 3: Миссия Зодиак,,Chinese Zodiac,"[{'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.5,6.0,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/654749.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/654749.jpg,6
22978,tt0293564,Час пик 3,,Rush Hour 3,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.0,6.2,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/22978.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/22978.jpg,6
812,tt0266915,Час пик 2,,Rush Hour 2,"[{'country': 'США'}, {'country': 'Гонконг'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.4,6.7,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/812.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/812.jpg,7
397904,tt1129423,Огнеупорный,,Fireproof,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.8,6.4,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/397904.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397904.jpg,7
47270,tt0374089,Кочевник,,,"[{'country': 'США'}, {'country': 'Россия'}, {'country': 'Казахстан'}]","[{'genre': 'драма'}, {'genre': 'военный'}, {'genre': 'история'}]",5.9,5.8,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/47270.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/47270.jpg,3
311442,tt1016301,Западня Ферма,,La habitación de Fermat,[{'country': 'Испания'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}]",6.7,6.6,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/311442.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/311442.jpg,5
400599,tt1152836,Джонни Д.,,Public Enemies,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'биография'}, {'genre': 'боевик'}, {'genre': 'история'}]",7.1,7.0,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/400599.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/400599.jpg,6
915140,tt3640424,Союзники,,Allied,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'боевик'}, {'genre': 'военный'}]",7.2,7.1,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/915140.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/915140.jpg,6
418794,tt1247640,13-й район: Ультиматум,,Banlieue 13 Ultimatum,[{'country': 'Франция'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",6.6,6.5,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/418794.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/418794.jpg,5
258478,tt0804540,Такси 4,,Taxi 4,[{'country': 'Франция'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.7,5.5,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/258478.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/258478.jpg,6
14339,tt0295721,Такси 3,,Taxi 3,[{'country': 'Франция'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.2,5.8,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/14339.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/14339.jpg,7
854,tt0183869,Такси 2,,Taxi 2,[{'country': 'Франция'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.7,6.5,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/854.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/854.jpg,7
14288,tt0281364,Васаби,,Wasabi,"[{'country': 'Франция'}, {'country': 'Япония'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.7,6.6,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/14288.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/14288.jpg,7
1008477,tt6334354,Отряд самоубийц: Миссия навылет,,The Suicide Squad,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",6.7,7.2,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1008477.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1008477.jpg,6
590022,tt1922777,Синистер,,Sinister,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Канада'}]",[{'genre': 'ужасы'}],6.6,6.8,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/590022.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/590022.jpg,6
557958,,Искатели могил,,Grave Encounters,[{'country': 'Канада'}],"[{'genre': 'триллер'}, {'genre': 'ужасы'}]",6.4,6.1,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/557958.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/557958.jpg,6
8134,tt0185937,Ведьма из Блэр: Курсовая с того света,,The Blair Witch Project,[{'country': 'США'}],[{'genre': 'ужасы'}],6.5,6.5,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8134.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8134.jpg,6
194196,tt0238414,Микки: Однажды под Рождество,,Mickey's Once Upon a Christmas,[{'country': 'США'}],"[{'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.2,7.0,1999,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/194196.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/194196.jpg,7
4432435,tt14499632,22 против Земли,,22 vs. Earth,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'короткометражка'}]",6.7,6.4,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4432435.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4432435.jpg,6
1322610,tt10167262,Жизнь лампы,,Lamp Life,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'короткометражка'}]",6.7,6.7,2020,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/1322610.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1322610.jpg,6
680642,tt2388725,Бумажный роман,,Paperman,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'короткометражка'}]",8.4,8.2,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/680642.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/680642.jpg,10
353,tt0043014,Сансет бульвар,,Sunset Blvd.,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'фильм-нуар'}]",8.0,8.4,1950,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/353.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/353.jpg,7
8996,tt0040746,Веревка,,Rope,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",7.9,7.9,1948,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8996.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8996.jpg,7
86621,tt0432283,Бесподобный мистер Фокс,,Fantastic Mr. Fox,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",8.0,7.9,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/86621.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/86621.jpg,7
1207666,tt9172422,Прекрасная эпоха,,La belle époque,"[{'country': 'Франция'}, {'country': 'Бельгия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.8,7.4,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1207666.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1207666.jpg,6
462495,tt0770703,Сколько у тебя?,,What's Your Number?,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.7,6.0,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/462495.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/462495.jpg,6
505811,tt1632708,Секс по дружбе,,Friends with Benefits,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.1,6.5,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/505811.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/505811.jpg,6
502937,,Больше чем секс,,No Strings Attached,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.8,6.2,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/502937.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/502937.jpg,6
964318,tt5433138,Форсаж 9,,F9,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",5.7,5.2,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/964318.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/964318.jpg,2
54465,tt0085936,Рождественская история Микки,,Mickey's Christmas Carol,[{'country': 'США'}],"[{'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'короткометражка'}]",7.8,8.0,1983,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/54465.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/54465.jpg,8
755,tt0212346,Мисс Конгениальность,,Miss Congeniality,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'мелодрама'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.1,6.3,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/755.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/755.jpg,6
453367,tt1397514,Путешествие 2: Таинственный остров,,Journey 2: The Mysterious Island,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",6.3,5.7,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/453367.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/453367.jpg,4
723189,,Уйти красиво,,Going in Style,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'комедия'}]",6.8,6.6,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/723189.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/723189.jpg,6
7183,tt0327137,Подержанные львы,,Secondhand Lions,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",7.8,7.5,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/7183.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7183.jpg,8
512443,tt1641638,Ип Ман: Рождение легенды,,Yip Man chin chyun,[{'country': 'Гонконг'}],"[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'боевик'}, {'genre': 'история'}, {'genre': 'спорт'}]",7.1,7.0,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/512443.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/512443.jpg,6
3664,tt0306685,От колыбели до могилы,,Cradle 2 the Grave,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",7.0,5.8,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3664.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3664.jpg,6
102161,tt0446059,Бесстрашный,,Huo Yuan Jia,"[{'country': 'США'}, {'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'боевик'}, {'genre': 'спорт'}]",8.1,7.6,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/102161.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/102161.jpg,7
919947,tt4790268,Никогда не сдавайся 3,,Never Back Down: No Surrender,[{'country': 'США'}],"[{'genre': 'боевик'}, {'genre': 'спорт'}]",6.1,6.3,2016,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/919947.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/919947.jpg,4
570253,tt1754264,Никогда не сдавайся 2,,Never Back Down 2: The Beatdown,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'спорт'}]",6.3,5.7,2011,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/570253.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/570253.jpg,5
311268,tt1023111,Никогда не сдавайся,,Never Back Down,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'спорт'}]",7.6,6.5,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/311268.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/311268.jpg,7
255394,,13,,13,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}]",6.8,6.0,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/255394.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/255394.jpg,5
409159,tt1129442,Перевозчик 3,,Transporter 3,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.7,6.1,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/409159.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/409159.jpg,6
6206,tt0293662,Перевозчик,,The Transporter,"[{'country': 'США'}, {'country': 'Франция'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",7.4,6.8,2002,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6206.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6206.jpg,6
180609,tt0479884,Адреналин,,Crank,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",7.3,6.9,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/180609.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/180609.jpg,6
77588,tt0388482,Перевозчик 2,,Le Transporteur II,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",7.0,6.3,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77588.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77588.jpg,6
397541,tt1121931,Адреналин: Высокое напряжение,,Crank: High Voltage,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",6.3,6.1,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/397541.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397541.jpg,4
195615,,Механик,,The Mechanic,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",6.8,6.5,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/195615.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195615.jpg,5
696813,tt2333784,Неудержимые 3,,The Expendables 3,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Германия'}, {'country': 'Болгария'}]","[{'genre': 'триллер'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.1,6.1,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/696813.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/696813.jpg,4
837525,tt3522806,Механик: Воскрешение,,Mechanic: Resurrection,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Германия'}, {'country': 'Болгария'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",5.6,5.7,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/837525.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/837525.jpg,3
523057,tt1656190,Защитник,,Safe,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",6.7,6.5,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/523057.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/523057.jpg,6
4415147,tt14324650,Бэтмен: Долгий Хэллоуин. Часть 1,,"Batman: The Long Halloween, Part One",[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'ужасы'}, {'genre': 'мультфильм'}]",7.1,7.2,2021,VIDEO,https://kinopoiskapiunofficial.tech/images/posters/kp/4415147.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4415147.jpg,7
103726,tt0462504,Спасительный рассвет,,Rescue Dawn,"[{'country': 'США'}, {'country': 'Люксембург'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'военный'}]",7.0,7.3,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/103726.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/103726.jpg,6
13457,tt0117247,Один прекрасный день,,One Fine Day,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.6,6.5,1996,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/13457.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/13457.jpg,6
747,tt0213847,Малена,,Malèna,"[{'country': 'США'}, {'country': 'Италия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'военный'}]",7.8,7.4,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/747.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/747.jpg,7
38905,tt0367594,Чарли и шоколадная фабрика,,Charlie and the Chocolate Factory,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'семейный'}, {'genre': 'мюзикл'}]",7.6,6.7,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/38905.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/38905.jpg,7
229081,tt0115200,"Эй, Арнольд!",,Hey Arnold!,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.3,7.6,1996,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/229081.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/229081.jpg,10
1991,tt0099653,Привидение,,Ghost,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'фэнтези'}]",8.2,7.1,1990,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1991.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1991.jpg,7
468983,tt1464174,Большие мамочки: Сын как отец,,"Big Mommas: Like Father, Like Son",[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",5.8,4.4,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/468983.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/468983.jpg,5
84030,tt0421729,Дом большой мамочки 2,,Big Momma's House 2,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'комедия'}]",6.2,4.8,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/84030.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/84030.jpg,7
32655,tt0362120,Очень страшное кино 4,,Scary Movie 4,[{'country': 'США'}],[{'genre': 'комедия'}],5.7,5.1,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/32655.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/32655.jpg,5
5002,tt0306047,Очень страшное кино 3,,Scary Movie 3,"[{'country': 'США'}, {'country': 'Канада'}]",[{'genre': 'комедия'}],6.2,5.5,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5002.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5002.jpg,6
4537,tt0208003,Дом большой мамочки,,Big Momma's House,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",6.7,5.2,2000,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4537.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4537.jpg,6
420072,tt1262416,Крик 4,,Scream 4,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'ужасы'}]",6.1,6.2,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/420072.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/420072.jpg,5
1203039,tt9140554,Локи,,Loki,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.7,8.2,2021,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1203039.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1203039.jpg,7
1065805,tt5886046,Клаустрофобы,,Escape Room,"[{'country': 'США'}, {'country': 'ЮАР'}]",[{'genre': 'триллер'}],6.8,6.4,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1065805.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1065805.jpg,6
4540,tt0120768,Переговорщик,,The Negotiator,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",7.8,7.3,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4540.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4540.jpg,7
823956,tt3480822,Чёрная Вдова,,Black Widow,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.3,6.7,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/823956.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/823956.jpg,3
4324718,tt13657062,Возвращение АйКарли,,iCarly,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.3,6.7,2021,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/4324718.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4324718.jpg,3
3474,tt0118883,Теория заговора,,Conspiracy Theory,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",7.2,6.7,1997,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3474.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3474.jpg,6
