kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
253761,tt0765010,Братья,,Brothers,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'военный'}]",7.4,7.1,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/253761.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/253761.jpg,7
641780,tt1648190,Тёмная башня,,The Dark Tower,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'вестерн'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",5.8,5.6,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/641780.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/641780.jpg,5
77217,,Десятое королевство,,The 10th Kingdom,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}]","[{'genre': 'мелодрама'}, {'genre': 'детектив'}, {'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",8.5,8.3,1999,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/77217.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77217.jpg,7
102201,tt0446755,Разрисованная вуаль,,The Painted Veil,"[{'country': 'США'}, {'country': 'Канада'}, {'country': 'Китай'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}]",7.9,7.4,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/102201.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/102201.jpg,7
6345,tt0120812,Час пик,,Rush Hour,[{'country': 'США'}],"[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.7,7.0,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6345.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6345.jpg,7
729,tt0183790,История рыцаря,,A Knight's Tale,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.8,7.0,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/729.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/729.jpg,6
78378,tt0396171,Парфюмер: История одного убийцы,,Perfume: The Story of a Murderer,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Испания'}, {'country': 'Германия'}]","[{'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'фэнтези'}]",7.7,7.5,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/78378.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/78378.jpg,7
645276,tt2101473,Лекарь: Ученик Авиценны,,The Physician,[{'country': 'Германия'}],"[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'история'}]",7.9,7.2,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/645276.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/645276.jpg,6
44156,tt0092879,Десять негритят,,,[{'country': 'СССР'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",8.1,7.8,1987,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/44156.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/44156.jpg,7
4484,tt0120616,Мумия,,The Mummy,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",7.8,7.1,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4484.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4484.jpg,7
104927,tt0457939,Отпуск по обмену,,The Holiday,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.8,6.9,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/104927.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/104927.jpg,7
77267,,Шерлок Холмс и доктор Ватсон: Двадцатый век начинается,,,[{'country': 'СССР'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",8.2,7.9,1986,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77267.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77267.jpg,7
77596,tt0401445,Хороший год,,A Good Year,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.7,6.9,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77596.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77596.jpg,7
41442,tt0200267,Ворошиловский стрелок,,,[{'country': 'Россия'}],"[{'genre': 'драма'}, {'genre': 'криминал'}]",7.9,7.4,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/41442.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41442.jpg,5
8222,tt0107688,Кошмар перед Рождеством,,The Nightmare Before Christmas,[{'country': 'США'}],"[{'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'мюзикл'}]",8.1,7.9,1993,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8222.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8222.jpg,8
487513,,Черепашки навсегда,,Turtles Forever,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}]",7.5,7.6,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/487513.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/487513.jpg,5
260973,tt0473389,Триумф: История Рона Кларка,,The Ron Clark Story,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'драма'}, {'genre': 'биография'}]",7.9,7.5,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/260973.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/260973.jpg,7
757898,tt0816442,Воровка книг,,The Book Thief,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'драма'}, {'genre': 'военный'}]",7.8,7.5,2013,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/757898.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/757898.jpg,7
47015,tt0378194,Убить Билла 2,,Kill Bill: Vol. 2,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",7.6,8.0,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/47015.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/47015.jpg,6
405608,tt1001526,Мегамозг,,Megamind,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.6,7.3,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/405608.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/405608.jpg,6
1055194,tt6048922,Грейхаунд,,Greyhound,"[{'country': 'США'}, {'country': 'Канада'}, {'country': 'Китай'}]","[{'genre': 'боевик'}, {'genre': 'военный'}, {'genre': 'история'}]",7.0,7.0,2020,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1055194.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1055194.jpg,5
462515,tt1306980,Жизнь прекрасна,,50/50,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.5,7.6,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/462515.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/462515.jpg,6
8125,tt0100405,Красотка,,Pretty Woman,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'комедия'}]",8.0,7.1,1990,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8125.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8125.jpg,6
436263,tt1343703,Брестская крепость,,,"[{'country': 'Россия'}, {'country': 'Беларусь'}]","[{'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'военный'}, {'genre': 'история'}]",8.0,7.4,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/436263.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/436263.jpg,7
406,tt0090605,Чужие,,Aliens,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'ужасы'}]",8.1,8.4,1986,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/406.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/406.jpg,7
5928,tt0104431,Один дома 2: Затерянный в Нью-Йорке,,Home Alone 2: Lost in New York,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",8.0,6.9,1992,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5928.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5928.jpg,7
5277,tt0120762,Мулан,,Mulan,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'военный'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}, {'genre': 'мюзикл'}]",8.1,7.7,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/5277.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5277.jpg,7
49684,tt0347149,Ходячий замок,,Howl no Ugoku Shiro,[{'country': 'Япония'}],"[{'genre': 'мелодрама'}, {'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",8.3,8.2,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/49684.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/49684.jpg,7
775273,tt2948372,Душа,,Soul,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'музыка'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",8.4,8.0,2020,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/775273.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/775273.jpg,7
921610,,Книга Генри,,The Book of Henry,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}]",7.1,6.6,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/921610.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/921610.jpg,6
1024435,tt6175820,Это чертово сердце,,Dieses bescheuerte Herz,[{'country': 'Германия'}],"[{'genre': 'драма'}, {'genre': 'комедия'}]",7.9,6.9,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1024435.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1024435.jpg,6
259876,tt0493464,Особо опасен,,Wanted,"[{'country': 'США'}, {'country': 'Германия'}]","[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.8,6.7,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/259876.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/259876.jpg,5
19174,tt0360201,Уимблдон,,Wimbledon,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}]","[{'genre': 'мелодрама'}, {'genre': 'комедия'}, {'genre': 'спорт'}]",7.1,6.3,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/19174.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/19174.jpg,6
814016,tt3385516,Люди Икс: Апокалипсис,,X-Men: Apocalypse,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",7.0,6.9,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/814016.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/814016.jpg,5
464090,tt1430607,Секретная служба Санта-Клауса,,Arthur Christmas,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'приключения'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.3,7.1,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/464090.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/464090.jpg,6
84014,tt0417791,…А в душе я танцую,,Inside I'm Dancing,"[{'country': 'Франция'}, {'country': 'Великобритания'}, {'country': 'Ирландия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",8.1,7.7,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/84014.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/84014.jpg,7
6123,tt0129290,Целитель Адамс,,Patch Adams,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'биография'}, {'genre': 'комедия'}]",7.9,6.8,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6123.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6123.jpg,8
195404,tt0481141,Вкус жизни,,No Reservations,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.3,6.3,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/195404.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195404.jpg,7
402542,tt1135503,Джули и Джулия: Готовим счастье по рецепту,,Julie & Julia,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'биография'}]",7.6,7.0,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/402542.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/402542.jpg,7
1173444,tt5116302,Того,,Togo,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'биография'}, {'genre': 'история'}, {'genre': 'семейный'}]",8.0,7.9,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1173444.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1173444.jpg,7
1345717,tt13486236,Непосредственно Каха!,,,[{'country': 'Россия'}],[{'genre': 'комедия'}],4.4,1.6,2020,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1345717.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1345717.jpg,1
586327,,Гуманитарные науки,,Liberal Arts,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",6.9,6.7,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/586327.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/586327.jpg,7
484771,tt1532503,Начинающие,,Beginners,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.1,7.2,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/484771.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/484771.jpg,7
160929,tt0473753,Ангел-А,,Angel-A,[{'country': 'Франция'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'фэнтези'}, {'genre': 'комедия'}]",7.8,7.0,2005,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/160929.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/160929.jpg,7
607737,tt1860357,Глубоководный горизонт,,Deepwater Horizon,"[{'country': 'США'}, {'country': 'Гонконг'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'боевик'}, {'genre': 'история'}]",7.2,7.1,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/607737.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/607737.jpg,6
87753,tt0431197,Королевство,,The Kingdom,"[{'country': 'США'}, {'country': 'Германия'}, {'country': 'ОАЭ'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'боевик'}]",7.1,7.0,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/87753.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/87753.jpg,7
